Network,Name,ID,Type,Confidence,Score Rationale,Resource URL,Registered Address,Geolocation Information
12.151.178.168/29,"FACEBOOK,INC",C10757206,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C10757206,"900 N ALAMEDA ST, LA, United States, 90012",
12.151.33.184/29,"FACEBOOK,INC",C10846838,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C10846838,"1 FACEBOOK WY, MNLO PK, United States, 94025",
12.156.66.32/29,"FACEBOOK,INC",C09099097,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C09099097,"39800 EUREKA DR, NEWARK, United States, 94560",
12.163.75.160/28,"FACEBOOK,INC",C07819713,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C07819713,"900 5TH AV, SUNYVL, United States, 94089",
12.167.198.192/26,"FACEBOOK,INC",C07894565,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C07894565,"56 MARIETTA ST NW, ATL, United States, 30303",
12.168.254.72/29,"FACEBOOK,INC",C09420828,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C09420828,"2001 6TH AVE, SEATTLE, United States, 98121",
12.17.208.0/26,"FACEBOOK,INC",C08005859,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C08005859,"11 GREAT OAKS BL, SJ, United States, 95119",
12.17.80.112/29,"FACEBOOK,INC",C08017520,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C08017520,"1010 O'BRIEN DR, MNLO PK, United States, 94025",
12.184.212.64/32,"FACEBOOK,INC",C07856574,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C07856574,"900 N ALAMEDA, LA, United States, 90012",
12.185.208.80/29,"FACEBOOK,INC",C09394212,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C09394212,"11003 CORPORATE CENTRE DR, HOUSTON, United States, 77041",
12.185.209.0/26,"FACEBOOK,INC",C07884917,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C07884917,"11003 CORPORATE CENTRE DR, HOUSTON, United States, 77041",
12.185.65.224/29,"FACEBOOK,INC",C07804376,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C07804376,"13550 PARK VISTA BLVD, FORT WORTH, United States, 76177",
12.186.17.232/29,"FACEBOOK,INC",C08486682,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C08486682,"15 MASON, IRV, United States, 92618",
12.191.126.248/29,"FACEBOOK,INC",C10894131,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C10894131,"1005 HAMILTON CT, MNLO PK, United States, 94025",
12.192.168.128/26,"FACEBOOK,INC",C08020257,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C08020257,"50 NE 9TH ST, MIA, United States, 33132",
12.201.0.0/29,"FACEBOOK,INC",C07684901,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C07684901,"44508 PACIFIC COMMONS BL, FMT, United States, 94538",
12.203.152.160/28,"FACEBOOK,INC",C07862140,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C07862140,"5271 CALIFORNIA AV, IRV, United States, 92617",
12.203.59.96/29,"FACEBOOK,INC",C09245451,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C09245451,"322 AIRPORT BL, BURL, United States, 94010",
12.215.202.8/32,"FACEBOOK,INC",C07856560,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C07856560,"900 N ALAMEDA, LA, United States, 90012",
12.215.224.128/26,"FACEBOOK,INC",C07884919,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C07884919,"11003 CORPORATE CENTRE DR, HOUSTON, United States, 77041",
12.215.250.128/26,"FACEBOOK,INC",C07894585,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C07894585,"56 MARIETTA ST NW, ATL, United States, 30303",
12.215.252.64/26,"FACEBOOK,INC",C07842492,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C07842492,"350 E CERMAK RD, CHGO, United States, 60616",
12.216.209.160/29,"FACEBOOK,INC",C08098512,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C08098512,"1200 MISSISSIPPI ST, SF, United States, 94107",
12.23.1.200/29,"FACEBOOK,INC",C08120435,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C08120435,"322 AIRPORT BL, BURL, United States, 94010",
12.23.1.224/29,"FACEBOOK,INC",C08120365,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C08120365,"322 AIRPORT BL, BURL, United States, 94010",
12.23.1.232/29,"FACEBOOK,INC",C08120484,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C08120484,"311 AIRPORT BL, BURL, United States, 94010",
12.29.186.96/29,"FACEBOOK,INC",C10206049,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C10206049,"760 SHIRE PKWY, S CIR, United States, 30025",
12.38.208.224/29,"FACEBOOK,INC",C08713755,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C08713755,"1831 E BAYSHORE RD, RC, United States, 94063",
12.42.218.112/32,"FACEBOOK,INC",C07856584,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C07856584,"900 N ALAMEDA, LA, United States, 90012",
12.42.220.144/32,"FACEBOOK,INC",C07856573,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C07856573,"900 N ALAMEDA, LA, United States, 90012",
12.43.180.24/29,"FACEBOOK,INC",C09528167,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C09528167,"250 WILLIAMS ST NW, ATL, United States, 30303",
12.49.159.208/29,"FACEBOOK,INC",C07989635,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C07989635,"1432 GATEWAY DR, GALLATIN, United States, 37066",
207.242.16.176/28,"FACEBOOK,INC",C07752557,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C07752557,"1010 O'BRIEN DR, MNLO PK, United States, 94025",
209.215.194.80/29,"FACEBOOK,INC",C09043459,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C09043459,"559 TAYLORSVILLE RD, RED ROCK, United States, 78662",
209.215.220.24/29,"FACEBOOK,INC",C09389165,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C09389165,"240 SHIRE PKWY, S CIR, United States, 30025",
209.215.220.32/29,"FACEBOOK,INC",C09694692,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C09694692,"760 SHIRE PKWY, S CIR, United States, 30025",
209.64.46.64/26,"FACEBOOK,INC",C08005856,customer,0,Duplicate network,http://whois.arin.net/rest/customer/C08005856,"11 GREAT OAKS BL, SJ, United States, 95119",
2620:0:1c00::/40,FACEBOOK-IPV6-BLOCK-1,NET6-2620-1C00-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET6-2620-1C00-1,,
64.64.148.128/29,FACEBOOK-WAREHOUSE-01,NET-64-64-148-128-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-64-64-148-128-1,,
98.124.152.176/29,FACEBOOK-GTT,NET-98-124-152-176-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-98-124-152-176-1,,
98.124.152.184/29,FACEBOOK-GTT,NET-98-124-152-184-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-98-124-152-184-1,,
98.124.160.0/29,FACEBOOK-MIA-GTT,NET-98-124-160-0-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-98-124-160-0-1,,
98.124.160.104/29,FACEBOOK-GTT,NET-98-124-160-104-1,network,0,Duplicate network,http://whois.arin.net/rest/net/NET-98-124-160-104-1,,
102.132.101.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
102.132.104.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
102.132.96.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
102.132.99.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
129.134.25.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
129.134.26.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
129.134.27.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
129.134.28.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
129.134.29.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
129.134.30.0/23,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
129.134.30.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
129.134.31.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.0.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.1.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.11.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.12.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.13.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.14.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.15.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.16.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.17.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.19.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.192.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.195.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.196.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.197.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.199.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.200.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.201.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.202.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.203.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.204.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.205.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.209.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.210.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.211.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.212.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.214.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.216.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.217.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.218.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.22.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.221.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.222.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.223.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.224.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.225.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.226.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.229.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.23.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.231.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.233.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.234.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.235.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.237.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.24.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.241.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.242.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.243.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.244.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.245.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.247.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.249.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.25.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.251.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.252.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.253.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.254.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.26.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.27.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.3.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.30.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.31.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.5.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.7.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.8.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
157.240.9.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
163.114.128.0/24,Facebook Inc,AS54115,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS54115,,
163.114.129.0/24,Facebook Inc,AS54115,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS54115,,
163.114.130.0/24,Facebook Inc,AS54115,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS54115,,
163.114.131.0/24,Facebook Inc,AS54115,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS54115,,
163.114.132.0/24,Facebook Inc,AS54115,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS54115,,
163.114.133.0/24,Facebook Inc,AS54115,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS54115,,
163.114.134.0/24,Facebook Inc,AS54115,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS54115,,
163.114.136.0/24,Facebook Inc,AS54115,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS54115,,
163.70.128.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
163.70.135.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
163.70.138.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
163.70.139.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
163.70.141.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
163.70.143.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
163.70.144.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
163.70.147.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
163.70.151.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
163.70.152.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
163.70.158.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
163.70.159.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
173.252.64.0/19,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
173.252.88.0/21,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
173.252.96.0/19,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
179.60.195.0/24,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2620:10d:c090::/44,Facebook Inc,AS54115,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS54115,,
2620:10d:c090::/48,Facebook Inc,AS54115,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS54115,,
2620:10d:c091::/48,Facebook Inc,AS54115,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS54115,,
2620:10d:c092::/48,Facebook Inc,AS54115,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS54115,,
2620:10d:c093::/48,Facebook Inc,AS54115,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS54115,,
2620:10d:c094::/48,Facebook Inc,AS54115,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS54115,,
2620:10d:c095::/48,Facebook Inc,AS54115,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS54115,,
2620:10d:c098::/48,Facebook Inc,AS54115,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS54115,,
2620:10d:c099::/48,Facebook Inc,AS54115,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS54115,,
2620:10d:c09a::/48,Facebook Inc,AS54115,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS54115,,
2620:10d:c09b::/48,Facebook Inc,AS54115,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS54115,,
2a03:2880:1000::/36,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:2000::/36,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:3000::/36,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880::/36,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:f001::/48,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:f003::/48,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:f004::/48,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:f005::/48,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:f007::/48,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:f008::/48,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:f00a::/48,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:f00c::/48,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:f00d::/48,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:f00e::/48,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:f00f::/48,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:f010::/48,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:f011::/48,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:f012::/48,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:f013::/48,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:f017::/48,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:f019::/48,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:f01c::/48,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:f01d::/48,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:f021::/48,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:f023::/48,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:f028::/48,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:f02c::/48,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:f02f::/48,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:f031::/48,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:f032::/48,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:f034::/48,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:f035::/48,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:f036::/48,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:f037::/48,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:f038::/48,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:f03a::/48,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:f03d::/48,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:f03e::/48,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:f03f::/48,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:f042::/48,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:f043::/48,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:f045::/48,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:f047::/48,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:f048::/48,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:f04e::/48,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:f050::/48,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:f052::/48,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:f053::/48,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:f056::/48,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:f057::/48,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:f058::/48,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:f059::/48,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:f05b::/48,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
2a03:2880:f05c::/48,"Facebook, Inc.",AS32934,asn,0,Duplicate network,http://whois.arin.net/rest/asn/AS32934,,
